Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Samsung,Galaxy J1 Mini,j1mini3gdx,705MB,Phone,Spreadtrum SC7727SE,480x800,240,armeabi-v7a;armeabi,22,2.0
Samsung,Galaxy J1 Mini,j1mini3g,960MB,Phone,Spreadtrum SC7727SE,480x800,240,armeabi-v7a;armeabi,22,2.0
Samsung,Galaxy On5 2016 时尚版,on5xfltechn,1838-1843MB,Phone,Qualcomm MSM8917,720x1280,320,armeabi-v7a;armeabi,23;25,3.0
Samsung,Galaxy On5,on5ltetmo,1392MB,Phone,Samsung Exynos 3475,720x1280,320,armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy On5,o5lte,1398MB,Phone,Samsung Exynos 3475,720x1280,320,armeabi-v7a;armeabi,22;23,3.0;3.1
Samsung,Galaxy On5,o5ltechn,1398MB,Phone,Samsung Exynos 3475,720x1280,320,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy On5,on5ltetfntmo,1392MB,Phone,Samsung Exynos 3475,720x1280,320,armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy On5,on5ltemtr,1392MB,Phone,Samsung Exynos 3475,720x1280,320,armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy A10,a10,1720MB,Phone,Samsung Exynos 7884B,720x1520,280,armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy Tab4 10.0,matisselteusc,1353-1359MB,Tablet,Qualcomm MSM8926,1280x800,160,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab4 10.0,matisselte,1353-1359MB,Tablet,Qualcomm MSM8926,1280x800,160,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Tab4 10.0,matisseltevzw,1354MB,Tablet,Qualcomm MSM8926,1280x800,160,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab4 10.0,matisse3g,1369-1376MB,Tablet,Qualcomm MSM8226,1280x800,160,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Tab4 10.0,matisselteatt,1354-1359MB,Tablet,Qualcomm MSM8926,1280x800,160,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy J7 Perx,j7popltespr,1803-1810MB,Phone,Qualcomm MSM8953,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24;27,3.2
Samsung,Galaxy Alpha,slte,1876-1877MB,Phone,Samsung Exynos 5430,720x1280,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Alpha,slteskt,1876-1877MB,Phone,Samsung Exynos 5430,720x1280,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Alpha,sltelgt,1875-1876MB,Phone,Samsung Exynos 5430,720x1280,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Alpha,slteatt,1706-1857MB,Phone,Qualcomm MSM8974,720x1280,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Alpha,sltektt,1876-1877MB,Phone,Samsung Exynos 5430,720x1280,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Alpha,sltecan,1706-1857MB,Phone,Qualcomm MSM8974,720x1280,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Alpha,sltechn,1857MB,Phone,Qualcomm MSM8974,720x1280,320,armeabi-v7a;armeabi,19,3.0
Samsung,Chromebook 3,celes_cheets,3894MB,PC,Intel N3050,1366x768,160,x86;armeabi-v7a;armeabi,25,3.1
Samsung,Galaxy J7+,jadelte,3739-3740MB,Phone,Mediatek MT6757V,1080x1920,420,armeabi-v7a;armeabi,25;27,3.2
Samsung,Galaxy J8,j8y18lte,2789-3543MB,Phone,Qualcomm SDM450,720x1339;720x1480,280,armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy On7 Prime,on7xrefltelgt,2812-2826MB,Phone,Samsung Exynos 7870,1080x1920,420,armeabi-v7a;armeabi,25;27;28,3.2
Samsung,Galaxy On7 Prime,on7xrefltektt,2812-2826MB,Phone,Samsung Exynos 7870,1080x1920,420,armeabi-v7a;armeabi,25;27;28,3.2
Samsung,Galaxy On7 Prime,on7xreflteskt,2812-2826MB,Phone,Samsung Exynos 7870,1080x1920,420,armeabi-v7a;armeabi,25;27;28,3.2
Samsung,Galaxy On7 Prime,on7xreflte,2814-2827MB,Phone,Samsung Exynos 7870,1080x1920,420,armeabi-v7a;armeabi,25;26,3.2
Samsung,Galaxy C5 Pro,c5proltechn,3547-3554MB,Phone,Qualcomm MSM8953,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy J7,j7poplteusc,1803-1810MB,Phone,Qualcomm MSM8953,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24;27,3.2
Samsung,Galaxy J7,j7popelteue,1799-1805MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,24;27,3.2
Samsung,Galaxy J7,j75ltektt,1387MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy J7,j7y17lte,2816-2825MB,Phone,Samsung Exynos 7870,1080x1920,420,armeabi-v7a;armeabi,24;27,3.2
Samsung,Galaxy J7,j7ltechn,1388MB,Phone,Qualcomm MSM8929,720x1280,320,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy J7,j7elte,1370-1373MB,Phone,Samsung Exynos 7580,720x1280,320,armeabi-v7a;armeabi,22;23,3.0;3.1
Samsung,Galaxy J7,j7toplteue,1817MB,Phone,Samsung Exynos 7870,720x1280,280,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy J7,j7e3g,1370-1372MB,Phone,Samsung Exynos 7580,720x1280,320,armeabi-v7a;armeabi,22;23,3.0;3.1
Samsung,Galaxy J7,j7toplteatt,1817MB,Phone,Samsung Exynos 7870,720x1280,280,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy J7 Prime,on7xelte,2815-2828MB,Phone,Samsung Exynos 7870,1080x1920,480,armeabi-v7a;armeabi,23;24;27,3.0;3.2
Samsung,Galaxy J7 Prime,on7xltechn,2803-2809MB,Phone,Qualcomm MSM8953,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy J7 Prime,j7popeltemtr,1799-1804MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,24;27,3.2
Samsung,Galaxy J7 Prime,j7popeltetmo,1799-1804MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,24;27,3.2
Samsung,Galaxy Grand Prime Plus,grandppltedtv,1404MB,Phone,Mediatek MT6737T,540x960,240,armeabi-v7a;armeabi,23,3.0
Samsung,Galaxy Grand Prime Plus,grandpplte,1407MB,Phone,Mediatek MT6737T,540x960,240,armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy A8(2016),a8xelte,2682-2761MB,Phone,Samsung Exynos 7420,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy A8(2016),a8xelteskt,2682-2761MB,Phone,Samsung Exynos 7420,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy XCover4,xcover4lte,1837-1839MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24;27,3.1
Samsung,Galaxy Xcover4,xcover4ltecan,1837-1839MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24;27,3.1
Samsung,J1 Mini Prime,j1minivelte,918MB,Phone,Spreadtrum SC9830I,480x800,240,armeabi-v7a;armeabi,23,2.0
Samsung,Galaxy Note7,graceqltespr,3383MB,Phone,Qualcomm APQ8096,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceltelgt,3524MB,Phone,Samsung Exynos 8890,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqlteatt,3383MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceltektt,3524MB,Phone,Samsung Exynos 8890,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqltevzw,3383MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqltetmo,3383MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,gracelte,2836MB,Phone,Samsung Exynos 8890,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqltebmc,3383MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,gracelteskt,3524MB,Phone,Samsung Exynos 8890,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqltechn,2832MB,Phone,Qualcomm MSM8996,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Tab Pro 12.2,v2lte,2834-2835MB,Tablet,Qualcomm MSM8974,2560x1600,320,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab Pro 12.2,v2wifi,2775MB,Tablet,Samsung Exynos 5420,2560x1600,320,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy A9 2018,a9y18qltekx,5700-5701MB,Phone,Qualcomm SDM660,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy A9 (2018),a9y18qltechn,5700-5702MB,Phone,Qualcomm SDM660,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy A9 (2018),a9y18qlte,5700-5701MB,Phone,Qualcomm SDM660,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy S5 K Sport,kltesprsports,1704-1705MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Chromebook Plus,kevin_cheets,3813MB,PC,Rockchip RK3399,2400x1600,240,armeabi-v7a;armeabi,23;25;28,3.1;3.2
Samsung,Galaxy J6,j6lte,1805-2812MB,Phone,Samsung Exynos 7870,720x1339;720x1480,320,armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy J6,j6ltelgt,1805MB,Phone,Samsung Exynos 7870,720x1339;720x1480,320,armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy J6,j6ltekx,1805MB,Phone,Samsung Exynos 7870,720x1339;720x1480,320,armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy C8,jadeltecmcc,2700MB,Phone,Mediatek MT6757V,1080x1920,420,armeabi-v7a;armeabi,25,3.2
Samsung,Galaxy C8,jadeltechn,2700-3708MB,Phone,Mediatek MT6757V,1080x1920,420,armeabi-v7a;armeabi,25;27,3.2
Samsung,G Tab A with S Pen,wisdomwifi,2751MB,Tablet,Samsung Exynos 7904,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,G Tab A with S Pen,wisdom,2751MB,Tablet,Samsung Exynos 7904,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy J7(2016),j7xelte,1820-1822MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,23;24;27,3.0;3.2
Samsung,Galaxy J7(2016),j7xeltecmcc,2852-2854MB,Phone,Samsung Exynos 7580,1080x1920,480,armeabi-v7a;armeabi,22;23,3.0;3.1
Samsung,Galaxy J7(2016),j7eltemtr,1873-1877MB,Phone,Samsung Exynos 7580,720x1280,320,armeabi-v7a;armeabi,23;25,3.1
Samsung,Galaxy J7(2016),j7xeltektt,1820-1822MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,23;24;27,3.0;3.2
Samsung,Galaxy J7(2016),j7eltetmo,1873-1877MB,Phone,Samsung Exynos 7580,720x1280,320,armeabi-v7a;armeabi,23;25,3.1
Samsung,Galaxy J7(2016),j7xltectc,2860-2867MB,Phone,Qualcomm MSM8952,1080x1920,480,armeabi-v7a;armeabi,22;23,3.1
Samsung,Galaxy Mega2,vastalte,1901MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Mega2,mega2lte,1376MB,Phone,Samsung Exynos 4415,720x1280,320,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy Mega2,vasta3g,1390MB,Phone,Qualcomm MSM8216,720x1280,320,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Mega2,mega2lteatt,1376MB,Phone,Samsung Exynos 4415,720x1280,320,armeabi-v7a;armeabi,19;22,2.0
Samsung,Galaxy Mega2,vastaltezh,1901MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy J1 Mini Prime,j1minive3gxtc,961MB,Phone,Spreadtrum SC7727SE,480x800,240,armeabi-v7a;armeabi,23,2.0
Samsung,Galaxy J1 Mini Prime,j1minive3g,961MB,Phone,Spreadtrum SC7727SE,480x800,240,armeabi-v7a;armeabi,23,2.0
Samsung,Galaxy Xcover3,xcover3lte,1397-1403MB,Phone,Marvell PXA1908,480x800,240,armeabi-v7a;armeabi,19;22,2.0;3.0
Samsung,Galaxy Xcover3,xcover3velte,1400MB,Phone,Samsung Exynos 3475,480x800,240,armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy On5 Pro,o5prolte,1893-1906MB,Phone,Samsung Exynos 3475,720x1280,320,armeabi-v7a;armeabi,23;25,3.1
Samsung,Galaxy J7 Star,j7topltetmo,1817MB,Phone,Samsung Exynos 7870,720x1280,280,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy C7,c7ltechn,3548-3555MB,Phone,Qualcomm MSM8953,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy J7 Neo2,j7topltemtr,1817MB,Phone,Samsung Exynos 7870,720x1280,280,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy S5 Neo,s5neoltecan,1854-1859MB,Phone,Samsung Exynos 7580,1080x1920,480,armeabi-v7a;armeabi,22;23;24,3.0;3.1
Samsung,Galaxy S5 Neo,s5neolte,1854-1855MB,Phone,Samsung Exynos 7580,1080x1920,480,armeabi-v7a;armeabi,22;23,3.0;3.1
Samsung,Galaxy J7(2017),j7y17ltektt,2816-2825MB,Phone,Samsung Exynos 7870,1080x1920,420,armeabi-v7a;armeabi,24;27,3.2
Samsung,Galaxy Tab4 7,degasy18wifi,2948MB,Tablet,Samsung Exynos 7870,1280x800,213,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy J6+,j6primelte,2827-3589MB,Phone,Qualcomm MSM8917,720x1339;720x1480,280,armeabi-v7a;armeabi,27;28,3.0
Samsung,Galaxy J5(2016),j5xltecmcc,1891-1892MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,22;23,3.0
Samsung,Galaxy J5(2016),j5xnlte,1891-1892MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,23;25,3.0
Samsung,Galaxy J5(2016),j5x3g,1891-1892MB,Phone,Qualcomm MSM8216,720x1280,320,armeabi-v7a;armeabi,23;25,3.0
Samsung,Galaxy J5(2016),j5xnltelgt,1889-1890MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,23;25,3.0
Samsung,Galaxy J5(2016),j5xnlteskt,1889-1890MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,23;25,3.0
Samsung,Galaxy J5(2016),j5xnltektt,1889-1890MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,23;25,3.0
Samsung,Galaxy S5 LTE-A,kccat6,1762-1793MB,Phone,Qualcomm APQ8084,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0;3.1
Samsung,Galaxy Go Prime,grandprimelteatt,1388MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy J7 V,j7popltevzw,1803-1810MB,Phone,Qualcomm MSM8953,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24;27,3.2
Samsung,Galaxy J7 V,j7topeltevzw,1731MB,Phone,Samsung Exynos 7884,720x1280,280,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy A8 Star,astarqlteskt,3704MB,Phone,Qualcomm SDM660,1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy A8 Star,astarqlte,5702MB,Phone,Qualcomm SDM660,1080x2009,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy E7,e7lte,1890-1891MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy E7,e7ltechn,1890MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy E7,e7ltehktw,1890MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy E7,e73g,1890-1891MB,Phone,Qualcomm MSM8216,720x1280,320,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy E7,e7ltectc,1890MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy C7 Pro,c7proltechn,3547-3554MB,Phone,Qualcomm MSM8953,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy C7 Pro,c7prolte,3547-3554MB,Phone,Qualcomm MSM8953,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S8 Active,cruiserltesq,3358-3364MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Samsung,Galaxy S8 Active,cruiserlteatt,3358-3364MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Samsung,Galaxy Note Fan Edition,gracerltelgt,3524-3756MB,Phone,Samsung Exynos 8890,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,24;26;28,3.2
Samsung,Galaxy Note Fan Edition,gracerlte,3524-3756MB,Phone,Samsung Exynos 8890,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,24;26;28,3.2
Samsung,Galaxy Note Fan Edition,gracerltektt,3524-3756MB,Phone,Samsung Exynos 8890,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,24;26;28,3.2
Samsung,Galaxy Note Fan Edition,gracerlteskt,3524-3756MB,Phone,Samsung Exynos 8890,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,24;26;28,3.2
Samsung,Galaxy Tab4 ,matissewifigoogle,1407-1408MB,Tablet,Qualcomm APQ8026,1280x800,160,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy S7 Edge,hero2qltecctvzw,3416-3721MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Samsung,Galaxy S7 edge,hero2lte,3533-3562MB,Phone,Samsung Exynos 8890,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 Edge,hero2lteskt,3533-3562MB,Phone,Samsung Exynos 8890,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 Edge,SCV33,3392-3420MB,Phone,Qualcomm MSM8996,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 Edge,hero2qlteatt,3416-3721MB,Phone,Qualcomm MSM8996,1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 edge,hero2qlteue,3416-3721MB,Phone,Qualcomm MSM8996,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 edge,hero2ltelgt,3533-3562MB,Phone,Samsung Exynos 8890,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 Edge,hero2qltevzw,3416-3721MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 Edge,hero2ltektt,3533-3562MB,Phone,Samsung Exynos 8890,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 Edge,hero2qltetmo,3416-3721MB,Phone,Qualcomm MSM8996,1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 Edge,hero2ltebmc,3534-3562MB,Phone,Samsung Exynos 8890,1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 Edge,SC-02H,3392-3420MB,Phone,Qualcomm MSM8996,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 edge,hero2qltechn,3416-3721MB,Phone,Qualcomm MSM8996,1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 Edge,hero2qltespr,3416-3721MB,Phone,Qualcomm MSM8996,1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 Edge,hero2qlteusc,3416-3721MB,Phone,Qualcomm MSM8996,1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy J7 Crown,j7topeltetfnvzw,1731MB,Phone,Samsung Exynos 7884,720x1280,280,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy J7 Crown,j7topltetfntmo,1817MB,Phone,Samsung Exynos 7870,720x1280,280,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy J3(2018),j3topltecs,1836MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,26,3.1
Samsung,Galaxy Elite,eliteltekx,1862MB,Phone,Qualcomm MSM8917,480x800,240,armeabi-v7a;armeabi,23,3.0
Samsung,Galaxy Elite,elite3gkx,1862MB,Phone,Qualcomm MSM8917,480x800,240,armeabi-v7a;armeabi,23,3.0
Samsung,Galaxy Note Pro 12.2,v1awifi,2775MB,Tablet,Samsung Exynos 5420,2560x1600,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Note Pro 12.2,v1a3g,2775MB,Tablet,Samsung Exynos 5420,2560x1600,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Note Pro 12.2,viennaltevzw,2834-2835MB,Tablet,Qualcomm MSM8974,2560x1600,320,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Note Pro 12.2,viennalte,2796-2834MB,Tablet,Qualcomm MSM8974,2560x1600,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Note Pro 12.2 ,viennalteatt,2834-2835MB,Tablet,Qualcomm MSM8974,2560x1600,320,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Note Pro 12.2,viennaltekx,2834-2835MB,Tablet,Qualcomm MSM8974,2560x1600,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Note Pro 12.2,v1awifikx,2775MB,Tablet,Samsung Exynos 5420,2560x1600,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy J3 Prime,j3popeltemtr,1323MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24,3.1
Samsung,Galaxy J3 Prime,j3popeltecan,1323-1326MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24;27,3.1
Samsung,Galaxy J3 Prime,j3popeltetmo,1323MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24,3.1
Samsung,Galaxy Core Prime,rossaltexsa,880-884MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Core Prime ,coreprimeltevzw,1387-1388MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Core Prime,coreprimelteaio,879MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Core Prime,rossalte,,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Core Prime,coreprimelte,880MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Core Prime,coreprimeltelra,1388MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy Core Prime,cprimeltemtr,884MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy Core Prime,cprimeltetmo,884MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy Core Prime,coreprimeve3g,957MB,Phone,Spreadtrum SC7730SE,480x800,240,armeabi-v7a;armeabi,22,2.0
Samsung,Galaxy Core Prime,core33g,952MB,Phone,Spreadtrum SC7730S,480x800,240,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy Core Prime,coreprimeltespr,884MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Core Prime,rossaltectc,,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Core Prime,coreprimevelte,902MB,Phone,Marvell PXA1908,480x800,240,armeabi-v7a;armeabi,22,2.0
Samsung,Galaxy Core Prime,coreprimeltetfnvzw,884MB,Phone,Qualcomm MSM8916,480x800,240,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy J3(2017),j3y17lte,1834-1836MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24;26,3.1
Samsung,Galaxy J3(2017),j3y17ltekx,1834-1836MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24;26,3.1
Samsung,Galaxy J3(2017),j3y17ltelgt,1834-1836MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24;26,3.1
Samsung,Galaxy Tab 4 Active,rubenslte,1352MB,Tablet,Qualcomm MSM8926,800x1280,213,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab4 Active,rubenswifi,1407MB,Tablet,Qualcomm APQ8026,800x1280,213,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab4 Active,rubensltekx,1352MB,Tablet,Qualcomm MSM8926,800x1280,213,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy-A9(2016),a9xltechn,2817-2827MB,Phone,Qualcomm MSM8976,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23,3.1
Samsung,Galaxy S6 edge+,zenlte,3663-3664MB,Phone,Samsung Exynos 7420,1440x2560,420;560,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.2
